id,game_id,name,game_set_slug,publishers,released,release_year,release_month,release_day,expected_item_count,source_notes
31fe33c3-7d2f-409c-990b-62cb58548b57,5dea0077-1ce3-4809-9b73-37d8e0701e3a,Severed Dreams,babylon-5-collectible-card-game_severed-dreams,"[""Precedence""]",,1999,11,,150,{}
de5f45ce-a36f-4f24-95dc-d833aad5d999,5dea0077-1ce3-4809-9b73-37d8e0701e3a,The Great War,babylon-5-collectible-card-game_the-great-war,"[""Precedence""]",,1998,10,,397,{}
f862192e-c98e-486d-b338-9879cdcd693d,5dea0077-1ce3-4809-9b73-37d8e0701e3a,The Shadows,babylon-5-collectible-card-game_the-shadows,"[""Precedence""]",,1998,4,,203,{}
697ec025-fdd5-4b34-ae4d-b4e11e4f7d06,5dea0077-1ce3-4809-9b73-37d8e0701e3a,Wheel of Fire,babylon-5-collectible-card-game_wheel-of-fire,"[""Precedence""]",,2000,4,,152,{}
d3c1c886-5d16-4575-b463-2470fcbe3cf6,95788445-73fc-43fa-af32-8a714a4154f6,Banemaster,banemaster--the-adventure_banemaster,"[""Tiger Ltd.""]",,1995,8,,,{}
2ce66f3c-95a3-4ebf-992d-c81fa429ed03,af9f24c8-6e99-4693-bcf1-c27fc6248da3,Battlelords,battlelords_battlelords,"[""New Millennium""]",,1995,8,,335,{}
ef9604b8-2a22-4d99-95e7-27c751c2621b,1ea11dc0-244d-4a24-be95-3fb305c2a5dc,Arsenal,battletech_arsenal,"[""Wizards of the Coast""]",,1998,3,,108,{}
88ad33b1-e64f-4039-9d45-7408cfe4ea0b,1ea11dc0-244d-4a24-be95-3fb305c2a5dc,Commander's Edition,battletech_commander-s-edition,"[""Wizards of the Coast""]",,1998,8,,343,{}
e595edb7-d681-485d-a26c-c37b145297c7,1ea11dc0-244d-4a24-be95-3fb305c2a5dc,Counterstrike,battletech_counterstrike,"[""Wizards of the Coast""]",,1997,4,,99,{}
b9b43ea8-6d8e-48ba-901b-2c931f1ff7f8,1ea11dc0-244d-4a24-be95-3fb305c2a5dc,Crusade,battletech_crusade,"[""Wizards of the Coast""]",,1998,11,,108,{}
c6a465db-4e34-4f47-bf52-ab2d562a814d,1ea11dc0-244d-4a24-be95-3fb305c2a5dc,Limited,battletech_limited,"[""Wizards of the Coast""]",,1996,11,,283,{}
932cef04-5366-4297-9f27-34a88adc0714,1ea11dc0-244d-4a24-be95-3fb305c2a5dc,Mechwarrior,battletech_mechwarrior,"[""Wizards of the Coast""]",,1997,8,,108,{}
ccc6a008-ada2-48ce-957b-84cf5b08d4a6,1ea11dc0-244d-4a24-be95-3fb305c2a5dc,Mercenaries,battletech_mercenaries,"[""Wizards of the Coast""]",,1997,8,,101,{}
ef8d22e4-5e24-4f8d-b51a-e7e1a84ca83e,1ea11dc0-244d-4a24-be95-3fb305c2a5dc,Unlimited,battletech_unlimited,"[""Wizards of the Coast""]",,1997,2,,283,{}
4529d075-eb5a-4382-9eba-e8dda34a6eb0,6af2d951-131d-4cc0-9498-aad2d2af5b3c,Blood Wars,blood-wars_blood-wars,"[""TSR""]",,1995,3,,300,{}
25e9da76-d883-4ad2-8c95-0b384794ab8c,6af2d951-131d-4cc0-9498-aad2d2af5b3c,Factols & Factions,blood-wars_factols-&-factions,"[""TSR""]",,1995,6,,134,{}
955015b9-80e9-4e31-98d5-92beb05de590,6af2d951-131d-4cc0-9498-aad2d2af5b3c,Powers & Proxies,blood-wars_powers-&-proxies,"[""TSR""]",,1995,6,,134,{}
9a7f815a-bf58-4734-9ec9-02a3bfc0828a,6af2d951-131d-4cc0-9498-aad2d2af5b3c,Rebels & Reinforcements,blood-wars_rebels-&-reinforcements,"[""TSR""]",,1995,3,,34,{}
26139785-f89e-4c35-ba28-d54f3d5956e6,bf724b4c-08cf-4eaf-8997-d3f6bde88890,Boy Crazy,boy-crazy_boy-crazy,"[""Decipher""]",,2000,2,,363,{}
e42a1b38-4d37-4049-afef-1812c494e38c,16570d5c-3811-467c-ab7c-2afaa047426f,Angel's Curse,buffy-the-vampire-slayer-collectible-card-game_angel-s-curse,[],,,,,,{}
c268a491-21f3-45c5-90d9-2741cd221eef,16570d5c-3811-467c-ab7c-2afaa047426f,Class of '99,buffy-the-vampire-slayer-collectible-card-game_class-of--99,[],,,,,,{}
b20e03a9-5629-416e-bad4-aac5bff66b6a,16570d5c-3811-467c-ab7c-2afaa047426f,Other,buffy-the-vampire-slayer-collectible-card-game_other,[],,,,,,{}
f8b40ea3-909a-4015-9001-b690e225d30a,16570d5c-3811-467c-ab7c-2afaa047426f,The Pergamum Prophecy,buffy-the-vampire-slayer-collectible-card-game_the-pergamum-prophecy,[],,,,,,{}
a3bf3478-da49-4498-99f0-dc8bc729650e,b6657b3d-420f-4dc6-a55b-14365df63bd5,C•23,c•23_c•23,"[""Wizards of the Coast""]",,1998,4,,162,{}
7330e4f3-d2cd-4907-98e2-3277ec16050c,eaab2d9b-edbd-41be-8692-e7053a8d4d05,Calorie Kids,calorie-kids_calorie-kids,"[""Ocean of Wisdom""]",,2000,5,,35,{}
3b048f2f-1359-4cd1-8124-0dd0e80e91dc,14bbb521-3cbc-468e-a60d-73f642fd35ae,Feudal Lords,dark-age_feudal-lords,"[""FPG""]",,1996,7,,231,{}
ece82c69-023a-4b2f-9df6-bfdbe88aadfb,14bbb521-3cbc-468e-a60d-73f642fd35ae,Other,dark-age_other,"[""FPG""]",,,,,2,{}
5a131072-fcf6-411a-bae5-c68c54074208,89ae7afd-f66a-4879-8ed8-a48b7db75f5a,Dark Eden,dark-eden_dark-eden,"[""Heartbreaker Hobbies & Target Games AB""]",,1997,4,,303,{}
970c45db-6292-4f4c-8780-e4cb6916b444,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Ashes to Ashes,deadlands--doomtown_ashes-to-ashes,"[""Wizards of the Coast""]",,2000,4,,158,{}
10d7a10b-1291-4cfb-962d-f761fd4d2075,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Boot Hill,deadlands--doomtown_boot-hill,"[""Alderac Entertainment Group""]",,2000,4,,318,{}
d32e7695-fc39-4334-bba2-141ef7e9cc85,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Episode 3,deadlands--doomtown_episode-3,"[""Wizards of the Coast""]",,1998,5,,52,{}
72d7a49e-7fd3-463e-87ca-cbbb759990e7,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Episode 4,deadlands--doomtown_episode-4,"[""Wizards of the Coast""]",,1998,6,,52,{}
5e446a2d-5e0f-4564-a1fe-bdaa1af01f7b,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Episode 5,deadlands--doomtown_episode-5,"[""Wizards of the Coast""]",,1998,7,,52,{}
d96acc88-5013-456a-bf5c-1ba270259300,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Episode 6,deadlands--doomtown_episode-6,"[""Wizards of the Coast""]",,1998,8,,52,{}
0952b753-1112-4a31-9d90-6084e4dd37cd,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Episode 7,deadlands--doomtown_episode-7,"[""Wizards of the Coast""]",,1998,9,,52,{}
127d597d-7f42-4e5f-94cc-06e57aea30c5,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Episode 8,deadlands--doomtown_episode-8,"[""Wizards of the Coast""]",,1998,10,,52,{}
d8c8bdd4-3383-48c3-81d0-45580451c570,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Episode 9,deadlands--doomtown_episode-9,"[""Wizards of the Coast""]",,1998,11,,52,{}
bbc9cbea-4248-4636-988d-46922a51a259,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Episodes 1 & 2,deadlands--doomtown_episodes-1-&-2,"[""Wizards of the Coast""]",,1998,2,,156,{}
b91293d4-dc33-4b00-95af-033dbab484c0,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Eye for an Eye,deadlands--doomtown_eye-for-an-eye,"[""Wizards of the Coast""]",,2000,8,,157,{}
00ef85b6-71f7-437f-9493-40467945152f,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Mouth of Hell,deadlands--doomtown_mouth-of-hell,"[""Wizards of the Coast""]",,1999,6,,181,{}
a81743a4-6fc3-4111-8e66-d2a463782adf,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Pine Box,deadlands--doomtown_pine-box,"[""Wizards of the Coast""]",,1999,3,,321,{}
2f4cd92d-add8-4b7e-95d1-9ace0900f6ef,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Reaping of Souls,deadlands--doomtown_reaping-of-souls,"[""Wizards of the Coast""]",,1999,9,,181,{}
e72ad589-122e-48fb-9bb9-1869825487e7,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Revelations,deadlands--doomtown_revelations,"[""Wizards of the Coast""]",,1999,11,,182,{}
8e061e4c-c540-46fc-949a-14b1626a3fa2,b9716c0c-8c94-4fee-aa69-370dc3c3b7b8,Shootout at High Noon,deadlands--doomtown_shootout-at-high-noon,"[""Wizards of the Coast""]",,1999,6,,2,{}
f3b1781e-349e-4e29-9397-d5d198f065ac,cd9811ed-d021-496d-a625-8515cde160da,Fear the Reapers,deadlands--lost-colony---showdown_fear-the-reapers,"[""Pinnacle Entertainment Group""]",,2000,,,114,{}
9f0e7cbc-164d-4537-86bd-9db9d7cb8efb,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Adventures in Waterdeep Team Pack,dice-masters_adventures-in-waterdeep-team-pack,[],,,,,,{}
36a715db-76b5-42ab-aebf-f4f12da893a5,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Age of Apocalypse OP,dice-masters_age-of-apocalypse-op,[],,,,,,{}
66148107-3ed9-4e43-9a66-603787290bc9,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Age of Ultron,dice-masters_age-of-ultron,[],,,,,,{}
f3be54ad-b21a-41b4-9a98-225c1c8adaa2,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Ant-Man OP,dice-masters_ant-man-op,[],,,,,,{}
5f28cff8-e0c5-4cf1-b35d-7b154feb2478,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Archers OP,dice-masters_archers-op,[],,,,,,{}
5df84ddb-1da5-4a77-99c0-49f7e919c796,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers Disassembled OP,dice-masters_avengers-disassembled-op,[],,,,,,{}
726f7002-e951-45f5-93ad-14adc2154d2d,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers Infinity,dice-masters_avengers-infinity,[],,,,,,{}
e1b93d41-3fea-4597-85e4-63c32df36329,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers Infinity Gauntlet,dice-masters_avengers-infinity-gauntlet,[],,,,,,{}
5f951588-bbbe-4306-b16e-76402a54e40e,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers vs. X-Men,dice-masters_avengers-vs--x-men,[],,,,,,{}
ce7314fd-a980-4af2-aaee-c69e55cb3036,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers vs. X-Men Month Four OP,dice-masters_avengers-vs--x-men-month-four-op,[],,,,,,{}
e4ed04f9-68fd-42f5-88cf-3b46e38d0366,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers vs. X-Men Month One OP,dice-masters_avengers-vs--x-men-month-one-op,[],,,,,,{}
2af6fa39-a0a6-4e2c-afa5-b224a5b15240,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers vs X-Men Month Five OP,dice-masters_avengers-vs-x-men-month-five-op,[],,,,,,{}
20b56162-c28c-4ab9-910e-f870ebbf8fb3,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers vs X-Men Month Six OP,dice-masters_avengers-vs-x-men-month-six-op,[],,,,,,{}
354dcda7-16e3-4e56-8c03-4587494401b2,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers vs X-Men Month Three OP,dice-masters_avengers-vs-x-men-month-three-op,[],,,,,,{}
dd94f317-e940-4bcc-ad89-16b3f9b9e23d,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Avengers vs X-Men Month Two OP,dice-masters_avengers-vs-x-men-month-two-op,[],,,,,,{}
375239ce-df6e-42b2-911e-d98acc28afc9,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Batman,dice-masters_batman,[],,,,,,{}
315fe399-7075-490e-86d5-43019dbbaf67,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Batman TAS OP,dice-masters_batman-tas-op,[],,,,,,{}
819ea617-5099-44d0-b1fd-658822e7e226,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Batman TAS Sirens OP,dice-masters_batman-tas-sirens-op,[],,,,,,{}
28f4224b-954b-424a-9ae2-21012bafb9fe,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Batman TAS Villains OP,dice-masters_batman-tas-villains-op,[],,,,,,{}
4788e42f-d49c-4a25-97c8-0507493e74cf,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Battle for Faerûn,dice-masters_battle-for-faerûn,[],,,,,,{}
94622e6e-2b6f-4635-8b14-f2f0458ad68c,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Battle for Faerûn Blue Dragon OP,dice-masters_battle-for-faerûn-blue-dragon-op,[],,,,,,{}
a7f4427e-4e30-4c7a-b6ca-b627b3595142,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Battle for Faerûn Event One OP,dice-masters_battle-for-faerûn-event-one-op,[],,,,,,{}
db685e76-1318-488a-ae80-ac5c68a35d4b,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Battle for Faerûn Event Three OP,dice-masters_battle-for-faerûn-event-three-op,[],,,,,,{}
5b2b6b42-f5a7-4d2d-a0fd-784ff94779cd,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Battle for Faerûn Event Two OP,dice-masters_battle-for-faerûn-event-two-op,[],,,,,,{}
ece51d9d-7d47-4b48-971d-be2fde64aa53,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Battle for Faerûn Red Dragon OP,dice-masters_battle-for-faerûn-red-dragon-op,[],,,,,,{}
f512d853-c600-4032-a53a-734142e50e93,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Battle for Ultramar Campaign Box,dice-masters_battle-for-ultramar-campaign-box,[],,,,,,{}
107d6f4b-a490-456f-8199-4f8e6680757c,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,City Slingers OP,dice-masters_city-slingers-op,[],,,,,,{}
424af534-43ae-41b0-b445-094133eb80bd,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Civil War,dice-masters_civil-war,[],,,,,,{}
1ef51845-aeea-4393-a9fc-b0368f908604,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Classic Avengers OP,dice-masters_classic-avengers-op,[],,,,,,{}
b3fb18e2-7c69-4fee-875d-7e4a9623300c,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Classic Legion of Doom OP,dice-masters_classic-legion-of-doom-op,[],,,,,,{}
f4789235-64bf-4c98-88a8-f80a0b81006f,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Crisis on Infinite Earths OP,dice-masters_crisis-on-infinite-earths-op,[],,,,,,{}
d920e7bd-2330-42c1-a8e2-e5e52ebabef3,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Dark X-Men,dice-masters_dark-x-men,[],,,,,,{}
6410f586-418f-4462-9afb-df03f4c6a5f2,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Days of Future Past OP,dice-masters_days-of-future-past-op,[],,,,,,{}
dc796aa7-f3d0-46a1-95c2-6977b5629246,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,DC Bombshells OP,dice-masters_dc-bombshells-op,[],,,,,,{}
a63eb76b-d94c-4d78-b71b-5e45ce51f8ee,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Deadpool,dice-masters_deadpool,[],,,,,,{}
bae33ef8-c7fe-4237-86ef-354321d9937f,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Deadpool Family Values OP,dice-masters_deadpool-family-values-op,[],,,,,,{}
a497c493-c2d6-4682-b0b6-9a00fd2ca582,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Defenders Team Pack,dice-masters_defenders-team-pack,[],,,,,,{}
7ac42829-aec9-488f-b100-9e75ece2299a,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Doctor Strange Team Pack,dice-masters_doctor-strange-team-pack,[],,,,,,{}
046d23ba-020c-4c0f-8002-691ac2330728,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Doom Patrol Team Pack,dice-masters_doom-patrol-team-pack,[],,,,,,{}
6770b0a5-c580-4ea2-abb5-27dd732c1c0a,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Exiles OP,dice-masters_exiles-op,[],,,,,,{}
67f70443-e56f-4720-a9e4-85607688ed98,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Faerûn Under Siege,dice-masters_faerûn-under-siege,[],,,,,,{}
a19b7fca-b8b4-455c-b301-e060b615cc34,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Golden Age Superman OP,dice-masters_golden-age-superman-op,[],,,,,,{}
9623b1ab-b9a5-4fc7-bd85-e692e449104a,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Green Arrow and The Flash,dice-masters_green-arrow-and-the-flash,[],,,,,,{}
12a4fbe8-ea35-489b-b22e-a931f2b66c17,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Guardians of the Galaxy,dice-masters_guardians-of-the-galaxy,[],,,,,,{}
2b09173d-1d4d-41f8-a6fb-72a0f4f13446,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Harley Quinn Team Pack,dice-masters_harley-quinn-team-pack,[],,,,,,{}
2fe27c0f-2d2b-4561-bd9f-526f4acd287a,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Heroes in a Half Shell,dice-masters_heroes-in-a-half-shell,[],,,,,,{}
1e0f7bf8-01b6-4366-9201-34ae119d6b6a,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Iron Man and War Machine,dice-masters_iron-man-and-war-machine,[],,,,,,{}
2a47802a-1b4c-4841-a917-9a30a8e17e0d,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Justice Campaign Box,dice-masters_justice-campaign-box,[],,,,,,{}
7fba7ec0-08fe-4ad4-bf11-2da43952d5da,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Justice League,dice-masters_justice-league,[],,,,,,{}
ccac3c99-1784-4bd0-bb8c-c9ddede63c02,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Justice Like Lightning,dice-masters_justice-like-lightning,[],,,,,,{}
216acc57-843a-448d-a316-dc9fb59e1a9e,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Justice Like Lightning OP,dice-masters_justice-like-lightning-op,[],,,,,,{}
6c072bc0-18a9-4803-8081-2767ad76a633,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Kree Invasion,dice-masters_kree-invasion,[],,,,,,{}
63ae61cf-9a95-43e3-b634-b92d1a97ddfa,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Marvel Knights OP,dice-masters_marvel-knights-op,[],,,,,,{}
8f041c71-adc0-41e2-9691-c85d46cfc97f,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Marvel NOW Heroes OP,dice-masters_marvel-now-heroes-op,[],,,,,,{}
b46adafc-370c-4f30-a580-14319b84ab3f,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Miscellaneous Promos,dice-masters_miscellaneous-promos,[],,,,,,{}
f23d96b8-ddc4-4e0c-b71e-d3bb4d390cec,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Ms. Marvel OP,dice-masters_ms--marvel-op,[],,,,,,{}
c93dfcbf-0426-4c0f-ad70-b927ea1720a9,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Mystics Team Pack,dice-masters_mystics-team-pack,[],,,,,,{}
54c080f3-5251-48bc-b695-0ca0f038c64e,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Orks - WAAAGH! Team Pack,dice-masters_orks---waaagh!-team-pack,[],,,,,,{}
93c66d01-ce75-4711-beae-d416274997dd,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend,dice-masters_rainbow-draft-weekend,[],,,,,,{}
35881cf1-435d-47b4-a910-4b5e33b8abe4,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 10,dice-masters_rainbow-draft-weekend-10,[],,,,,,{}
d5c7f6c4-8653-4b07-bef6-1c41b2c369be,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 11,dice-masters_rainbow-draft-weekend-11,[],,,,,,{}
1a1901eb-e7bf-48e1-b3ec-168d6d66aa2b,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 2,dice-masters_rainbow-draft-weekend-2,[],,,,,,{}
7a04504f-53a7-47d3-816f-6c8a52f10fb0,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 3,dice-masters_rainbow-draft-weekend-3,[],,,,,,{}
3c8337d3-7fd7-4a14-aff1-99ee657a24f2,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 4,dice-masters_rainbow-draft-weekend-4,[],,,,,,{}
d1306712-60e2-4603-abb6-b53b4adfdc3f,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 5,dice-masters_rainbow-draft-weekend-5,[],,,,,,{}
46e6be4f-23db-48dd-a57d-9e6d94b53e0c,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 6,dice-masters_rainbow-draft-weekend-6,[],,,,,,{}
c5d4a8c2-d758-40aa-8633-664c6d6b67bc,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 7,dice-masters_rainbow-draft-weekend-7,[],,,,,,{}
805aa619-dc13-4511-ab6f-8beb30f21b5c,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 8,dice-masters_rainbow-draft-weekend-8,[],,,,,,{}
2ecff379-c73f-40a3-81c5-f0231b0bd2c9,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rainbow Draft Weekend 9,dice-masters_rainbow-draft-weekend-9,[],,,,,,{}
7a7e2e84-dd22-4169-a943-5b04cb215bad,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Rocket & Groot OP,dice-masters_rocket-&-groot-op,[],,,,,,{}
13f8043e-0098-4faa-b035-e50f473f165f,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Roll of the Wild Event,dice-masters_roll-of-the-wild-event,[],,,,,,{}
003f1a18-f55a-4859-9a05-5daec0312a23,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Secret Wars,dice-masters_secret-wars,[],,,,,,{}
5184c79b-63f1-4484-984c-bccdc58bf223,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Space Wolves - Sons of Russ Team Pack,dice-masters_space-wolves---sons-of-russ-team-pack,[],,,,,,{}
5154c855-62a0-43aa-b8d7-f0810ed322cc,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Speedsters OP,dice-masters_speedsters-op,[],,,,,,{}
8172ff3b-d4fa-4159-9839-a72d668a34b0,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Spider-Allies OP,dice-masters_spider-allies-op,[],,,,,,{}
ab825020-41dc-44b3-9b03-ca5f2f00dc94,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Spider-man Maximum Carnage,dice-masters_spider-man-maximum-carnage,[],,,,,,{}
86c0a48c-19b0-4671-bc33-3af0af46dc34,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Stark Industries OP,dice-masters_stark-industries-op,[],,,,,,{}
1535e1e1-3235-4f03-bc1e-7107ad190405,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Strahd Rainbow Draft Weekend,dice-masters_strahd-rainbow-draft-weekend,[],,,,,,{}
1c39c5c3-40bb-4388-9618-543d13ed4779,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Super Spies OP,dice-masters_super-spies-op,[],,,,,,{}
6fc9565b-dc85-4d6d-9584-2b2ca7cbd6da,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Superman and Wonder Woman,dice-masters_superman-and-wonder-woman,[],,,,,,{}
53794b45-8b80-45b8-95f5-3fbca4bc7eb7,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Superman Kryptonite Crisis,dice-masters_superman-kryptonite-crisis,[],,,,,,{}
e954cea0-031a-44cc-af6a-a8872b6f528f,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Teen Titans OP,dice-masters_teen-titans-op,[],,,,,,{}
30442d37-999a-47a5-b9f0-420de9291766,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Teenage Mutant Ninja Turtles,dice-masters_teenage-mutant-ninja-turtles,[],,,,,,{}
22273443-d113-4ce0-88b1-26ec9d64c3ee,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Thanos Imperative OP,dice-masters_thanos-imperative-op,[],,,,,,{}
efd3ef6f-81a7-4185-b3b1-cc80bbe97619,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,The Amazing Spider-Man,dice-masters_the-amazing-spider-man,[],,,,,,{}
1f947e2a-a7a6-428c-a410-fff58fc2fb2b,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,The Brotherhood OP,dice-masters_the-brotherhood-op,[],,,,,,{}
2e3aaf38-a00e-476b-921f-07f36faac5ab,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,The Dark Phoenix Saga,dice-masters_the-dark-phoenix-saga,[],,,,,,{}
af5bebc0-7c65-49a9-a7d2-e30a497452bb,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,The Dark Phoenix Saga OP,dice-masters_the-dark-phoenix-saga-op,[],,,,,,{}
21bf0dc0-5855-4748-9409-2ba60d808096,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,The Mighty Thor,dice-masters_the-mighty-thor,[],,,,,,{}
e4391f89-f417-44ff-aa60-0c41ea904d2a,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,The Zhentarim Team Pack,dice-masters_the-zhentarim-team-pack,[],,,,,,{}
4c79308d-1547-4d4d-bf2c-7fb39990b1db,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Tomb of Annihilation,dice-masters_tomb-of-annihilation,[],,,,,,{}
72665fde-82a5-4394-a65d-83b45ecf752b,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Trinity War Event Five OP,dice-masters_trinity-war-event-five-op,[],,,,,,{}
a96cd060-8416-4fbc-9a70-679e7a6a296c,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Trinity War Event Four OP,dice-masters_trinity-war-event-four-op,[],,,,,,{}
2187a18d-1876-4764-9463-ffea1a86f938,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Trinity War Event One OP,dice-masters_trinity-war-event-one-op,[],,,,,,{}
799a7c29-dead-48ba-83c3-43ba6f6acfaa,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Trinity War Event Three OP,dice-masters_trinity-war-event-three-op,[],,,,,,{}
213c1681-6217-49c6-89c4-a7abe2ec5a74,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Trinity War Event Two OP,dice-masters_trinity-war-event-two-op,[],,,,,,{}
fd8842e9-2b3a-4d5a-9881-00b7136669f3,e2ac8b3e-8436-44ec-b6c1-b30e215e595c,Trouble in Waterdeep Campaign Box,dice-masters_trouble-in-waterdeep-campaign-box,[],,,,,,{}
